url,comentador,comentario,likes_comentario,sentimento,data_recolhimento,likes_publicacao,publicador,sentimento_score,sentimento_label,sentimento_invertido,pca1,pca2,cluster
https://www.instagram.com/eduardopaes/reel/DM2GS2ysqwe/,lisandralimasantos,Tem meu voto para sempre!,2,"sentimento: {label: 5 stars, score: 0.6865582466125488}",2025-09-06 18:09:40.139046,5053,eduardopaes,0.6865582466125488,5,0.31344175338745117,-0.7572661663507445,-0.6507430642637587,1
https://www.instagram.com/eduardopaes/p/DM8RurEsYkD/,felipe.t.santos,E o servidor ó 👉 ⚰️,8,"sentimento: {label: 3 stars, score: 0.23303605616092682}",2025-08-28 13:48:11.252321,1570,eduardopaes,0.23303605616092682,3,0.7669639438390732,-0.5100379477935103,1.562585153590958,0
https://www.instagram.com/eduardopaes/p/DNa9DBlND2f/,fabio.binhoh,Esse ao seu lado é o Pedro Paulo que foi acusado pela ex mulher de ser um agressor covarde?,6,"sentimento: {label: 2 stars, score: 0.3110722005367279}",2025-08-28 13:34:01.289155,0,eduardopaes,0.3110722005367279,2,0.6889277994632721,-0.559951806135222,1.1824228301035888,0
https://www.instagram.com/eduardopaes/reel/DJCUtI_Oheh/,aline.pereira_oficial,E o ponto facultativo?,2,"sentimento: {label: NEUTRAL, score: 0.5796343684196472}",2025-05-28 10:00:15.420566,6970,eduardopaes,0.5796343684196472,NEUTRAL,0.4203656315803528,-0.6904791162351066,-0.12966258723231008,1
https://www.instagram.com/eduardopaes/reel/DMxX1bMMn6u/,samuel.farkatt,"Dudu é top do top, sempre up to date",1,"sentimento: {label: 5 stars, score: 0.8416120409965515}",2025-09-06 18:11:39.084338,1078,eduardopaes,0.8416120409965515,5,0.1583879590034485,-0.8583218395164625,-1.405984864204858,1
https://www.instagram.com/eduardopaes/p/DOMIdPpDjrU/,jornalistaandreoliveira,Nosso prefeito @leomoraes.ro 👏🙏🏻,2,"sentimento: {label: 1 star, score: 0.307533860206604}",2025-09-06 17:47:33.875672,938,eduardopaes,0.307533860206604,1,0.692466139793396,-0.5561146036718809,1.1995845165840302,0
https://www.instagram.com/eduardopaes/p/DM7R-87MBDp/,eloarmonteiro,O App tá funcionando Dudu?,4,"sentimento: {label: 1 star, score: 0.49662017822265625}",2025-09-06 10:53:12.044913,1521,eduardopaes,0.49662017822265625,1,0.5033798217773438,-0.6606467873205655,0.276843476123279,0
https://www.instagram.com/eduardopaes/p/DM5dRvqM7NI/,fabiolacabrall,"Eu gostava de você, mas esse app do jaé uma merda, não consigo pedir o cartão pra casa. E outra tô não tô tento o beneficio de 2 passagens 1, pagando pelo QRcode..
1 curtida",1,"sentimento: {label: 1 star, score: 0.6050089001655579}",2025-09-06 10:55:52.937160,1163,eduardopaes,0.6050089001655579,1,0.39499109983444214,-0.7240964956314802,-0.2517096696385304,1
https://www.instagram.com/eduardopaes/p/DNa9DBlND2f/,xbernardo.marquesx,"Prefeito, acabo de ir com minha família no museu do planetário e o cenário é lamentável! Várias estações interativas situação de manutenção e que de acordo com a equipe do próprio planetário, esse cenário está assim tem anos. Isso é uma vergonha! Gastamos dinheiro para entrar um dos principais museus de divulgação científica do município e o que encontramos é revoltante. Será que existe algo que possa ser feito? Será que é tão complicado assim manter o museu minimamente adequado para visitação? Nem preciso falar na importância do museu para complementação das atividades educacionais do município e do estado do RJ. O @planetariodorio virou um espaço de realização de eventos, que além do impacto à vizinhança nas festas realizadas no estacionamento, pelo visto, parece que não destina uma parte dos recursos arrecadados com a produção de eventos na manutenção do museu. Não acha @renanferreirinha? @jornaloglobo @rjtv @camarario @sme_carioca?",5,"sentimento: {label: 1 star, score: 0.7338771224021912}",2025-08-28 13:34:04.318219,0,eduardopaes,0.7338771224021912,1,0.26612287759780884,-0.7996207178462134,-0.880244011028306,1
https://www.instagram.com/eduardopaes/p/DNWT4neSHtP/,roteirinhodecasal,"Mandou bem, prefeito! 👏 Essas mudanças estão deixando o Rio ainda melhor.
1 curtida",1,"sentimento: {label: 4 stars, score: 0.26116693019866943}",2025-08-28 13:35:41.082468,0,eduardopaes,0.26116693019866943,4,0.7388330698013306,-0.5332317286687899,1.426110377646678,0
https://www.instagram.com/eduardopaes/p/DNbOH_DOtqM/,vpcorrea69,"Na terceira foto o retrato do abandono está atrás deles, prédios puxados, abandonados e perigosos. Torcer para que façam algo.",26,"sentimento: {label: 1 star, score: 0.6472935676574707}",2025-08-28 13:32:02.131576,0,eduardopaes,0.6472935676574707,1,0.3527064323425293,-0.7441655734932487,-0.4587501503372012,1
https://www.instagram.com/eduardobraga_am/p/DNUTrINx8xX/,moreira_rosinaldo,"O senhor faz a diferença.
1 curtida",1,"sentimento: {label: 4 stars, score: 0.3237420320510864}",2025-08-28 13:37:55.529377,1,eduardopaes,0.3237420320510864,4,0.6762579679489136,-0.5686540800090601,1.1208290688361915,0
https://www.instagram.com/eduardopaes/p/DN6VCYZEkxW/,liveira595sabri,"@eduardopaes @prefeitura_rio 👏👏👏👏👏👏👏👏👏👏👏👏
1 curtida",1,"sentimento: {label: 1 star, score: 0.3591601252555847}",2025-09-06 09:49:30.357709,0,eduardopaes,0.3591601252555847,1,0.6408398747444153,-0.5887085715013944,0.948037450421489,0
https://www.instagram.com/eduardopaes/reel/DMxX1bMMn6u/,Privacidade,"Meta
Sobre
Blog
Carreiras
Ajuda
API
Privacidade
Termos
Localizações
Instagram Lite
Meta AI
Artigos da Meta AI
Threads
Upload de contatos e não usuários
Meta Verified",1074,"sentimento: {label: 1 star, score: 0.39974936842918396}",2025-08-28 13:05:39.149939,1078,eduardopaes,0.39974936842918396,1,0.600250631570816,-0.2792377826338664,0.7029181542621081,0
https://www.instagram.com/eduardopaes/reel/DMsg4hJshNw/,liveira595sabri,"@eduardopaes @prefeitura_rio 👏👏👏👏👏👏👏👏👏👏
1 curtida",1,"sentimento: {label: 1 star, score: 0.37471306324005127}",2025-08-28 13:12:15.609916,2330,eduardopaes,0.37471306324005127,1,0.6252869367599487,-0.5899118376368389,0.8714773009848945,0
https://www.instagram.com/eduardopaes/reel/DMsg4hJshNw/,ehobeca,O melhor que nós temos @leoxavierator,1,"sentimento: {label: 5 stars, score: 0.865186333656311}",2025-08-28 13:12:14.587629,2330,eduardopaes,0.865186333656311,5,0.13481366634368896,-0.8675832465614346,-1.5213622423877227,1
https://www.instagram.com/eduardopaes/p/DNRJTj4yhoI/,fredy_oliveira00,👏👏👏👏,2,"sentimento: {label: 1 star, score: 0.3387812674045563}",2025-08-28 13:40:16.703990,3873,eduardopaes,0.3387812674045563,1,0.6612187325954437,-0.5642291375322616,1.0462794363439467,0
https://www.instagram.com/eduardopaes/p/DM5dRvqM7NI/,eduardopaes,• Velódromo Olímpico do Rio,0,"sentimento: {label: 5 stars, score: 0.3203586935997009}",2025-08-28 13:49:46.476055,1163,eduardopaes,0.3203586935997009,5,0.6796413064002991,-0.5632541580836917,1.13703808932701,0
https://www.instagram.com/eduardopaes/p/DNfViyeO8Gg/,eduardopaes,•,11,"sentimento: {label: 4 stars, score: 0.26865771412849426}",2025-08-28 13:25:24.858758,11,eduardopaes,0.26865771412849426,4,0.7313422858715057,-0.5343710539041288,1.3891263563520575,0
https://www.instagram.com/eduardopaes/p/DMnygIhSK1z/,cacaucotta09,👏,1,"sentimento: {label: 1 star, score: 0.27724015712738037}",2025-09-06 11:15:54.078201,5316,eduardopaes,0.27724015712738037,1,0.7227598428726196,-0.5249876098247115,1.3461365588772949,0
https://www.instagram.com/salvino.oliveira/p/DMv0CFlSm0m/,anyalouise_,Reajuste salarial dos agentes educadores quando?,19,"sentimento: {label: 2 stars, score: 0.31925252079963684}",2025-09-06 11:09:46.643290,2172,eduardopaes,0.31925252079963684,2,0.6807474792003632,-0.55351149320082,1.1413104976849158,0
https://www.instagram.com/eduardopaes/p/DNdSsirN9ZL/,dizdh,"meu futuro presidente
1 curtida",1,"sentimento: {label: 5 stars, score: 0.33846229314804077}",2025-08-28 13:28:55.611430,1,eduardopaes,0.33846229314804077,5,0.6615377068519592,-0.5769876547114294,1.049014303453221,0
https://www.instagram.com/eduardopaes/reel/DI4IA2eutt8/,kekasjm,Meio preguiçosa essa logo hein 🫣,2,"sentimento: {label: 2 stars, score: 0.2989753186702728}",2025-05-28 22:52:56.029762,3731,eduardopaes,0.2989753186702728,2,0.7010246813297272,-0.5421570942018001,1.2405197172726525,0
https://www.instagram.com/salvino.oliveira/p/DMv0CFlSm0m/,brumontenegrooficial,#PRORROGAPAEI,14,"sentimento: {label: 1 star, score: 0.3726920187473297}",2025-09-06 11:09:53.613416,2172,eduardopaes,0.3726920187473297,1,0.6273079812526703,-0.5852979422787122,0.8808167512199628,0
